353624 476677
1404 209490 194
1405 60548 161
1406 71939 145
1406 134408 100
1407 347197 80
1408 78045 55
1408 341417 85
1410 238001 17
1410 271689 155
1410 317978 42
1411 94716 163
1411 318970 164
1412 82453 90
1413 22146 200
1413 53322 145
1413 298821 100
1414 2987 14
1416 247414 29
1417 35879 97
1417 44062 144
1417 130460 197
1417 207657 190
1418 77964 101
1419 273961 1
1419 327834 178
1420 123154 115
1420 226482 55
1420 243364 18
1421 220289 153
1421 323280 26
1422 312579 123
1423 21941 196
1423 269319 160
1424 95161 16
1424 102683 197
1424 284137 39
1424 311404 96
1426 11882 168
1426 107165 185
1426 138974 161
1426 167005 188
1426 259962 138
1428 63314 129
1428 103120 108
1428 164192 24
1431 57735 137
1431 254481 137
1432 36422 97
1432 83076 103
1433 157149 111
1434 37215 11
1434 256046 122
1434 316354 39
1438 3090 6
1438 149879 28
1438 169541 5
1440 309835 47
1441 153061 35
1442 10072 193
1442 51234 187
1442 98700 194
1444 166463 193
1447 10166 75
1447 65677 51
1450 305900 197
1451 128177 95
1451 163441 142
1451 319142 53
1452 94125 31
1452 211534 144
1452 339039 193
1453 169210 199
1453 211645 186
1453 287142 168
1453 291698 33
1454 24762 101
1455 19154 55
1455 210284 95
1455 255018 16
1456 60888 132
1456 68699 108
1456 275493 36
1457 140866 167
1457 306429 83
1459 235889 14
1460 114400 159
1461 254046 147
1462 296131 199
1463 323502 114
1464 178352 131
1464 294997 51
1465 197561 89
1466 49245 49
1467 221526 188
1468 98275 113
1468 186965 65
1469 108262 66
1470 181922 18
1471 31301 54
1472 147644 8
1473 103207 98
1475 101447 79
1476 87429 35
1477 29200 183
1478 19917 131
1478 79461 3
1478 112736 117
1480 122545 102
1480 292313 153
1481 207306 50
1483 37753 129
1483 169401 112
1483 281428 79
1483 316465 7
1484 79886 5
1484 286921 93
1485 63418 102
1488 230498 160
1489 156578 145
1489 191656 132
1490 18186 198
1491 151060 17
1493 350609 103
1494 245568 147
1497 92120 100
1497 128251 72
1498 10430 174
1498 198243 62
1498 286527 165
1500 212945 166
1501 41581 105
1501 156485 88
1501 334436 178
1502 29091 84
1502 186719 172
1502 232031 34
1502 242182 141
1503 240242 102
1504 12135 177
1504 154244 122
1504 271591 119
1505 196556 120
1505 317654 116
1506 239006 144
1509 312076 8
1511 93481 19
1512 40283 175
1512 231248 35
1513 186412 122
1515 89768 6
1516 89115 14
1516 111592 42
1516 321476 142
1517 105461 83
1517 155604 159
1518 126872 31
1518 193849 114
1520 3911 139
1520 29540 45
1520 309718 76
1522 160935 45
1522 334757 149
1524 212360 190
1524 292585 21
1526 83377 162
1527 279374 121
1528 154306 129
1528 254420 28
1529 52004 58
1529 224938 172
1532 46549 152
1532 112012 54
1533 146327 26
1534 246614 180
1534 266462 56
1534 312077 59
1534 313054 114
1534 353060 44
1535 34914 74
1535 133349 168
1535 284570 59
1537 87323 122
1537 198139 188
1537 286526 101
1537 334591 191
1538 73959 179
1538 99237 176
1538 104082 115
1538 271758 79
1539 283548 123
1540 92859 170
1540 295035 40
1541 212829 116
1542 176279 124
1543 263841 130
1543 349785 31
1544 56621 190
1544 140528 31
1545 519 177
1545 203810 32
1546 223122 65
1547 128177 53
1548 160400 131
1548 325626 188
1550 54018 119
1551 38238 179
1552 75657 100
1553 71453 46
1553 170817 64
1553 240471 101
1553 256988 34
1554 27078 32
1554 46100 57
1554 88549 105
1554 135251 79
1554 306795 65
1555 40719 151
1555 113828 106
1555 190763 34
1555 248277 47
1558 197985 61
1558 310439 99
1558 337066 182
1560 139647 26
1560 250697 97
1562 314957 56
1563 301930 76
1564 62385 179
1566 179596 114
1566 286854 121
1568 246960 180
1569 104501 42
1569 305101 136
1571 25372 83
1571 93739 79
1571 282901 172
1573 183580 109
1573 257425 187
1573 271740 105
1574 345049 30
1576 32699 73
1576 134038 171
1577 171581 86
1577 278185 162
1578 1614 48
1578 96732 122
1578 136490 101
1579 175485 56
1579 289790 181
1580 208623 9
1581 13392 114
1583 64989 135
1585 132112 51
1585 149682 133
1585 246830 61
1585 289630 74
1588 33253 53
1588 266316 152
1589 49523 160
1589 167882 148
1589 197764 90
1589 276881 163
1592 159261 186
1592 246485 124
1593 76305 16
1593 172916 12
1594 331068 68
1596 82412 151
1596 305138 14
1596 306893 60
1597 70851 193
1597 342082 46
1597 345234 82
1598 15602 107
1598 175171 40
1598 186368 163
1599 62945 197
1599 140355 4
1600 173507 81
1601 81377 131
1601 121087 114
1601 286182 133
1602 117743 112
1602 242798 64
1602 245537 57
1603 2489 40
1603 33149 167
1603 197198 101
1603 327793 66
1604 145053 97
1604 348454 84
1605 82220 38
1607 37192 123
1607 313867 165
1610 124921 92
1611 19013 76
1611 22743 51
1611 208402 128
1612 30913 52
1612 347532 141
1613 62324 97
1613 151062 53
1613 162101 147
1613 249676 32
1613 275002 62
1613 315297 17
1614 21266 36
1614 338222 36
1614 351429 76
1616 139124 79
1617 352856 14
1618 339478 18
1619 80897 141
1619 85054 174
1619 335687 132
1620 103836 123
1621 144923 192
1624 339731 160
1626 194169 86
1627 143614 31
1628 18195 78
1628 25015 94
1629 81580 131
1629 341050 99
1630 40660 122
1630 127347 197
1631 8184 36
1631 45251 15
1631 118071 67
1631 203884 83
1632 251860 10
1633 162538 184
1633 346318 158
1635 56844 133
1635 96375 164
1635 173723 29
1638 332331 159
1639 24185 9
1639 168572 29
1640 161264 6
1640 161787 106
1642 299610 168
1643 227851 5
1644 274382 101
1644 280163 189
1645 73769 158
1645 92626 138
1645 104291 167
1645 163608 77
1645 310273 45
1646 196767 39
1647 171841 79
1648 91851 43
1648 320296 42
1649 12026 108
1649 50504 109
1651 66025 148
1651 174659 94
1651 350635 110
1652 202278 172
1652 242910 135
1652 249221 84
1653 33839 90
1653 81243 137
1653 115619 194
1655 21852 183
1655 222693 55
1656 230849 34
1657 1579 147
1660 145769 185
1660 343217 64
1661 26661 94
1661 34596 55
1661 257095 156
1662 199582 126
1662 351553 46
1664 68321 101
1664 157761 118
1665 223321 4
1665 259163 11
1666 316492 111
1667 13122 42
1667 181624 186
1667 237603 122
1667 324063 108
1667 342569 42
1668 257975 35
1669 169988 54
1670 104767 79
1672 66387 139
1672 306043 155
1673 177424 130
1673 303656 5
1674 58502 48
1674 314441 188
1675 176600 128
1675 350332 68
1676 177351 51
1678 134415 45
1678 307638 153
1678 318450 143
1678 350672 38
1680 267393 191
1681 136393 65
1681 273987 102
1682 187514 56
1682 246831 187
1683 249337 126
1684 207990 29
1684 265043 185
1687 166459 196
1688 58975 81
1688 163604 173
1688 280125 157
1688 336937 4
1689 95630 86
1690 110682 61
1690 238779 28
1691 129657 151
1693 311911 100
1694 122798 50
1695 96234 4
1695 343137 139
1697 42796 27
1697 176963 103
1699 280816 157
1701 270646 134
1702 20275 23
1703 196135 74
1703 286552 112
1704 312595 109
1705 48983 56
1705 72926 90
1706 170247 165
1707 248649 113
1709 227075 83
1710 35760 137
1710 135585 97
1711 173527 161
1712 170073 161
1712 262493 12
1715 81427 140
1715 135727 197
1715 236550 168
1716 139279 185
1716 243096 107
1717 284183 177
1717 299709 190
1717 322998 35
1718 162680 38
1719 135462 115
1719 173768 119
1719 322649 1
1719 341609 117
1720 6843 60
1720 220285 96
1721 37380 4
1721 244738 31
1721 264937 176
1721 267628 20
1722 206447 161
1722 277966 155
1723 119499 3
1723 133628 152
1724 284836 94
1725 100052 80
1726 503 137
1726 86901 195
1726 270158 123
1727 289078 82
1728 294137 156
1729 76140 128
1729 169482 189
1730 185188 80
1731 267258 26
1733 8740 12
1733 220317 186
1735 148187 52
1736 39478 85
1736 100309 70
1737 323848 126
1738 121 133
1738 267560 57
1739 153710 108
1739 307319 144
1739 339954 183
1740 49543 157
1740 80616 173
1740 242222 167
1741 12525 183
1741 89825 127
1741 263220 198
1744 228344 185
1745 149056 5
1745 168966 95
1747 156752 134
1748 89666 45
1748 144654 32
1748 269957 28
1749 392 4
1749 33791 4
1750 334905 9
1750 340335 34
1750 351787 150
1751 26009 179
1751 26711 41
1752 51687 36
1752 64288 33
1752 174512 95
1753 58570 112
1754 325487 58
1755 280410 179
1755 341241 47
1756 164743 15
1757 64719 59
1757 345372 29
1758 323474 71
1759 10772 1
1759 232335 65
1760 184677 168
1760 293676 50
1762 304703 101
1763 169188 175
1763 300499 99
1763 319872 31
1765 167827 157
1765 215878 181
1766 182941 61
1766 288451 176
1767 77150 155
1767 143824 163
1767 175234 68
1767 194972 150
1767 211014 59
1767 250669 188
1770 111391 66
1770 189228 124
1770 336120 199
1771 334180 80
1774 72187 174
1774 95497 127
1774 152226 40
1775 58183 197
1775 271962 149
1776 46195 9
1776 341328 2
1779 35496 162
1779 170186 9
1780 111971 97
1781 156272 76
1781 242319 101
1781 243083 115
1781 277948 31
1782 145812 131
1784 135525 56
1785 165635 168
1785 201422 154
1786 154198 176
1787 69700 23
1787 112562 120
1788 128130 72
1789 252436 72
1789 341236 99
1790 317982 62
1792 111651 113
1792 159454 23
1793 276286 146
1793 299513 176
1793 302603 36
1795 2331 36
1795 331200 171
1796 120615 136
1796 191418 123
1798 199816 93
1798 316234 199
1799 281783 179
1800 294323 72
1802 275041 112
1803 324373 70
1804 168721 32
1805 76281 26
1805 241404 151
1806 251494 161
1806 285643 84
1808 170266 72
1809 1235 86
1809 32948 99
1810 234361 44
1810 316678 88
1811 5077 15
1812 228733 55
1813 7281 62
1813 104016 174
1813 174544 149
1813 229594 155
1813 296385 78
1813 297734 31
1813 326467 160
1814 125503 198
1816 44165 13
1817 37545 150
1817 148657 86
1818 46128 5
1818 50911 118
1818 71406 103
1818 140124 14
1818 254037 104
1818 312404 8
1819 262200 142
1819 262613 188
1819 265765 186
1820 59419 147
1820 166842 128
1820 287527 80
1821 195562 58
1821 274149 49
1822 35306 97
1822 114822 23
1823 108553 35
1823 189769 82
1824 265432 117
1824 300806 81
1825 41702 90
1825 138499 16
1825 347509 20
1826 63753 129
1826 296816 29
1827 342294 49
1828 172864 159
1828 230543 162
1828 305916 71
1829 84416 149
1829 150326 60
1829 201584 61
1831 42884 99
1831 79263 142
1832 36161 95
1832 36402 146
1832 347515 12
1833 25639 43
1833 190686 199
1833 239742 33
1834 176145 15
1835 331434 169
1838 197187 125
1838 314307 82
1842 257244 24
1842 267230 120
1842 349595 19
1843 42440 180
1843 74848 67
1844 319288 9
1846 314837 48
1847 40964 158
1847 229176 62
1850 324386 8
1851 175217 83
1852 253543 151
1852 298745 147
1854 270578 192
1855 302340 99
1856 230395 198
1856 305066 115
1857 12226 45
1857 207334 183
1857 237691 109
1857 271379 172
1858 3328 61
1860 36013 70
1860 65324 166
1860 94332 53
1862 73185 77
1862 254639 94
1862 269181 153
1862 304032 24
1863 28872 74
1864 54901 1
1864 134252 196
1864 144238 39
1865 192730 131
1867 39935 40
1868 9978 134
1868 29888 123
1869 85627 168
1869 202045 178
1870 59421 55
1872 203596 123
1873 49527 70
1874 179772 36
1874 285378 160
1876 147235 173
1876 328868 57
1877 5526 181
1877 325524 78
1878 121422 122
1880 23085 75
1880 129104 16
1881 139779 112
1883 56686 34
1883 140820 20
1883 307560 131
1883 323451 75
1885 20598 47
1885 84760 189
1886 205845 170
1886 226918 158
1887 83647 75
1888 91156 135
1888 97701 175
1888 251186 153
1888 299939 52
1888 304034 181
1888 331989 146
1889 123028 165
1889 220988 197
1889 243892 200
1889 304310 60
1890 160798 127
1890 274174 8
1892 63177 197
1892 173738 195
1892 337973 181
1893 7687 170
1893 175191 69
1893 197152 164
1893 253427 26
1893 278017 144
1893 351628 105
1894 316076 40
1895 53393 8
1896 352718 74
1897 80648 25
1897 102134 35
1897 263568 134
1897 291647 154
1898 43045 103
1898 310381 187
1899 49040 173
1899 61428 150
1899 180048 14
1899 250404 27
1901 147690 150
1902 281514 147
1903 60468 34
1903 278349 75
1903 286408 43
1904 347529 128
1906 124653 145
1906 289590 117
1906 289941 56
1906 335941 6
1906 348680 106
1907 81503 145
1907 308159 111
1907 342473 89
1908 80967 197
1908 222615 139
1908 315606 34
1909 33378 153
1909 122364 64
1909 207709 54
1910 105483 125
1911 350921 47
1912 65527 47
1912 287689 12
1913 312142 22
1914 5971 88
1915 207040 37
1916 62826 91
1917 61361 46
1917 78332 164
1919 121767 1
1921 275006 157
1924 110932 68
1924 250866 120
1925 220847 26
1928 178738 113
1929 73869 52
1930 330222 100
1931 228044 46
1933 304045 83
1934 310990 167
1934 339021 40
1935 51349 63
1935 123054 153
1935 276064 107
1936 46670 80
1937 117901 6
1937 196715 147
1937 238875 45
1938 124770 177
1938 193261 104
1940 168735 130
1942 18679 77
1942 258672 165
1945 340166 103
1945 340806 96
1946 117489 68
1947 60967 50
1947 96217 71
1948 196580 94
1949 326880 60
1950 238831 174
1950 303867 86
1951 2252 196
1951 76758 8
1951 133088 75
1951 262933 56
1951 281680 49
1952 350908 91
1954 24766 141
1954 288888 147
1955 67739 43
1955 250707 154
1956 21602 6
1956 52248 29
1956 155425 155
1958 140988 178
1959 115222 150
1959 162110 92
1959 288679 108
1960 73999 99
1961 70435 174
1961 174190 98
1961 274249 97
1962 226660 26
1964 109769 120
1964 209656 29
1964 287080 103
1966 83426 189
1966 217400 126
1968 41254 20
1968 90234 66
1968 246472 182
1969 141892 79
1970 44683 97
1971 163545 185
1972 126878 115
1972 234122 27
1972 288711 136
1973 337802 109
1975 176535 58
1977 110489 153
1977 172545 181
1977 286272 126
1978 175450 188
1978 272309 5
1979 93767 100
1979 149182 147
1979 206097 115
1980 16709 64
1980 153725 114
1981 70631 63
1984 179206 64
1984 274200 103
1985 25082 148
1985 161100 46
1986 346409 125
1987 6137 113
1987 125308 185
1988 141702 71
1988 162376 73
1988 235471 198
1989 72689 112
1990 349124 10
1991 273215 33
1992 296856 92
1993 8255 194
1993 323759 125
1994 46851 181
1994 76609 6
1994 305240 104
1994 308282 99
1995 58627 172
1995 126767 16
1996 311711 79
1997 70225 132
1997 90314 24
1997 217881 38
1997 237041 122
1997 305394 149
1998 186761 196
1998 291314 173
2000 2377 49
2000 32197 165
2000 53346 103
2001 176461 63
2001 210273 159
2003 37781 187
2003 344352 157
2006 307852 139
2007 324659 22
2008 101968 141
2008 216397 43
2008 232990 84
2010 165767 178
2010 176042 56
2010 177907 2
2010 275592 11
2011 70533 132
2011 204535 177
2013 268272 52
2014 150327 77
2014 287770 98
2014 305278 44
2014 309834 88
2014 326764 141
2015 94390 190
2015 206768 176
2016 2088 58
2017 234560 146
2018 26177 170
2018 100497 174
2018 181541 22
2019 55537 82
2019 163256 176
2020 146086 2
2020 211989 95
2021 181743 74
2021 311299 80
2023 135139 82
2023 196961 158
2025 221890 11
2026 341213 115
2027 12042 46
2028 88166 72
2028 194997 107
2030 39511 200
2030 70295 27
2030 263414 166
2031 127383 141
2032 69333 157
2032 144293 34
2032 287868 57
2034 314008 121
2036 2745 39
2038 39229 88
2038 193540 4
2038 196506 40
2039 207780 128
2041 75294 12
2041 326154 142
2042 135348 97
2045 292855 143
2046 207435 160
2047 49443 10
2047 173507 186
2047 288349 106
2049 34889 53
2050 269467 57
2050 274298 49
2050 293747 156
2051 277864 51
2051 315984 87
2053 260509 57
2054 243917 70
2054 246959 113
2055 8288 118
2055 312505 46
2056 131630 128
2056 299767 177
2056 338135 100
2058 33658 66
2059 104985 63
2059 172361 45
2059 312598 147
2060 294251 23
2063 49140 150
2064 6630 45
2064 57723 97
2064 62279 75
2064 171801 61
2066 32020 22
2066 59452 48
2066 169628 24
2066 189476 91
2067 31608 158
2067 119885 159
2067 185733 172
2068 92426 74
2068 155198 21
2070 105896 37
2070 346502 134
2071 59828 51
2072 81191 54
2075 183758 191
2076 17521 8
2076 82633 28
2077 8699 37
2077 219588 185
2079 97088 118
2079 175840 173
2081 151603 128
2081 228903 181
2081 229763 6
2082 87428 177
2083 188080 130
2083 290059 190
2085 10158 131
2085 293027 175
2086 269787 92
2087 35025 6
2087 94514 44
2087 223134 194
2087 323551 174
2087 342408 89
2088 158326 90
2089 118080 118
2089 150894 107
2089 221360 11
2090 43933 14
2090 69087 44
2090 203027 1
2090 256687 48
2090 301813 186
2091 177385 107
2091 263219 19
2091 280603 57
2092 195658 83
2093 21135 71
2093 33337 143
2093 210827 170
2094 70343 15
2094 132826 163
2094 166273 6
2094 240772 102
2096 225454 75
2096 255928 178
2098 24491 51
2098 36280 142
2098 40375 8
2101 121029 146
2101 310542 137
2102 146019 187
2103 162014 108
2103 317061 170
2104 26960 107
2104 75589 112
2105 329265 36
2108 11933 196
2108 170552 160
2108 252291 187
2110 266745 138
2111 5129 128
2114 238580 64
2116 278739 141
2117 12326 13
2117 180002 89
2118 143975 17
2118 232011 67
2118 242575 80
2118 339620 67
2119 57027 52
2119 295410 44
2121 38220 94
2121 190253 76
2122 27533 25
2124 98916 13
2124 232429 23
2125 54603 128
2125 135158 173
2126 53716 155
2126 239788 31
2128 86917 10
2128 259913 46
2128 272225 37
2129 44180 54
2129 281262 162
2129 304613 59
2130 190997 146
2132 276585 141
2132 332096 1
2133 240255 10
2134 62828 185
2134 84066 11
2134 178647 33
2134 252857 3
2135 61239 144
2135 137892 62
2135 211861 97
2135 217580 56
2138 290891 134
2139 126141 183
2139 222814 9
2139 243185 28
2140 36853 33
2140 300741 29
2141 319537 28
2142 239072 19
2142 288988 186
2143 39746 39
2143 347480 130
2144 347068 146
2145 156455 121
2145 281510 133
2147 7197 115
2147 151763 147
2147 258835 118
2148 48945 154
2148 61209 96
2148 98916 184
2148 179671 36
2149 238087 35
2149 327885 143
2152 1097 95
2153 136662 26
2153 287332 179
2154 156958 53
2154 202146 5
2154 311620 179
2156 302737 63
2157 93363 59
2157 187359 57
2158 116653 151
2159 15053 86
2159 181690 140
2159 314453 192
2159 322037 14
2160 31757 81
2160 269713 2
2161 208986 100
2162 243900 85
2163 347229 101
2164 51457 27
2164 230158 26
2164 311725 25
2165 157642 1
2165 303130 134
2165 309799 156
2166 91843 156
2167 7111 181
2167 158043 95
2167 348368 101
2168 226156 166
2168 232701 96
2168 238833 19
2168 287228 135
2169 77579 83
2169 268131 116
2169 313505 41
2172 109604 138
2173 34693 198
2173 300632 115
2174 192487 195
2175 352752 87
2177 15289 186
2177 110909 47
2178 19529 13
2178 79149 189
2178 80663 13
2179 101386 158
2179 171377 17
2181 93363 96
